จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
เชียงใหม่,6,ไชยปราการ,ศรีดงเย็น,เฉพาะ,
เชียงใหม่,7,ฝาง,,,
เชียงใหม่,7,แม่อาย,,,
เชียงใหม่,7,ไชยปราการ,แม่ทะลบ,เฉพาะ,
เชียงใหม่,7,ไชยปราการ,ปงตำ,เฉพาะ,
เชียงใหม่,8,หางดง,,,
เชียงใหม่,8,สันป่าตอง,,,
เชียงใหม่,9,แม่วาง,,,
เชียงใหม่,9,ดอยหล่อ,,,
เชียงใหม่,9,จอมทอง,,,
เชียงใหม่,9,แม่แจ่ม,แม่ศึก,เฉพาะ,
เชียงใหม่,9,แม่แจ่ม,แม่นาจร,เฉพาะ,
เชียงใหม่,9,แม่แจ่ม,ช่างเคิ่ง,เฉพาะ,
เชียงใหม่,10,อมก๋อย,,,
เชียงใหม่,10,ดอยเต่า,,,
เชียงใหม่,10,ฮอด,,,
เชียงใหม่,10,แม่แจ่ม,บ้านทับ,เฉพาะ,
เชียงใหม่,10,แม่แจ่ม,ปางหินฝน,เฉพาะ,
เชียงใหม่,10,แม่แจ่ม,กองแขก,เฉพาะ,
เชียงใหม่,10,แม่แจ่ม,ท่าผา,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,เทศบาลนครนครศรีธรรมราช,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,ปากนคร,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,ท่าไร่,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,ท่าเรือ,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,บางจาก,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,เทศบาลตำบลบางจัก,เฉพาะ,
นครศรีธรรมราช,1,นครศรีธรรมราช,เทศบาลตำบลปากปวน,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,ท่างิ้ว,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,กำแพงเซา,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,โพธิ์เสด็จ,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,นาเคียน,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,นาทราย,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,มะม่วงสองต้น,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,ไชยมนตรี,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,ปากพูน,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,ท่าซัก,เฉพาะ,
นครศรีธรรมราช,2,นครศรีธรรมราช,เทศบาลตำบลท่าแค,เฉพาะ,
นครศรีธรรมราช,2,พระพรหม,,,
นครศรีธรรมราช,3,ปากพนัง,,,
นครศรีธรรมราช,3,หัวไทร,,,
นครศรีธรรมราช,4,ชะอวด,,,
นครศรีธรรมราช,4,เชียรใหญ่,,,
นครศรีธรรมราช,4,เฉลิมพระเกียรติ,,,
นครศรีธรรมราช,5,ร่อนพิบูลย์,,,
นครศรีธรรมราช,5,จุฬาภรณ์,,,
นครศรีธรรมราช,5,ลานสกา,,,
นครศรีธรรมราช,6,ทุ่งสง,เขาขาว,ยกเว้น,
นครศรีธรรมราช,7,ถ้ำพรรณรา,,,
นครศรีธรรมราช,7,ทุ่งใหญ่,,,
นครศรีธรรมราช,7,บางขัน,,,
นครศรีธรรมราช,7,ทุ่งสง,เขาขาว,เฉพาะ,
นครศรีธรรมราช,8,พิปูน,,,
นครศรีธรรมราช,8,ฉวาง,,,
นครศรีธรรมราช,8,ช้างกลาง,,,
นครศรีธรรมราช,8,นาบอน,,,
นครศรีธรรมราช,9,พรหมคีรี,,,
นครศรีธรรมราช,9,นบพิตำ,,,
นครศรีธรรมราช,9,ท่าศาลา,ท่าศาลา,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,ไทยบุรี,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,หัวตะพาน,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,โพธิ์ทอง,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,โมคลาน,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,ดอนตะโก,เฉพาะ,
นครศรีธรรมราช,9,ท่าศาลา,เทศบาลตำบลท่าศาลา,เฉพาะ,
นครศรีธรรมราช,10,ขนอม,,,
นครศรีธรรมราช,10,สิชล,,,
นครศรีธรรมราช,10,ท่าศาลา,กลาย,เฉพาะ,
นครศรีธรรมราช,10,ท่าศาลา,ตลิ่งชัน,เฉพาะ,
นครศรีธรรมราช,10,ท่าศาลา,สระแก้ว,เฉพาะ,
นครศรีธรรมราช,10,ท่าศาลา,ท่าขึ้น,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,ในเมือง,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,บ้านบัว,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,พระครู,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,ถลุงเหล็ก,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,หนองตาด,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,บ้านยาง,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,บัวทอง,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,ชุมเห็ด,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,กลันทา,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,กระสัง,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,สะแกโพรง,เฉพาะ,
บุรีรัมย์,1,เมืองบุรีรัมย์,ลุมปุ๊ก,เฉพาะ,
บุรีรัมย์,1,บ้านด่าน,ปราสาท,เฉพาะ,
บุรีรัมย์,1,บ้านด่าน,บ้านด่าน,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,หลักเขต,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,สวายจีก,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,เสม็ด,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,สองห้อง,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,สะแกซำ,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,เมืองฝาง,เฉพาะ,
บุรีรัมย์,2,เมืองบุรีรัมย์,อิสาณ,เฉพาะ,
บุรีรัมย์,2,พลับพลาชัย,สำโรง,เฉพาะ,
บุรีรัมย์,2,พลับพลาชัย,สะเดา,เฉพาะ,
บุรีรัมย์,2,พลับพลาชัย,จันดุม,เฉพาะ,
บุรีรัมย์,2,ชำนิ,,,
บุรีรัมย์,2,ประโคนชัย,ไพศาล,เฉพาะ,
บุรีรัมย์,3,กระสัง,,,
บุรีรัมย์,3,ห้วยราช,,,
บุรีรัมย์,3,พลับพลาชัย,โคกขมิ้น,เฉพาะ,
บุรีรัมย์,3,พลับพลาชัย,ป่าชัน,เฉพาะ,
บุรีรัมย์,4,สตึก,,,
บุรีรัมย์,4,แคนดง,,,
บุรีรัมย์,4,บ้านด่าน,โนนขวาง,เฉพาะ,
บุรีรัมย์,4,บ้านด่าน,วังเหนือ,เฉพาะ,
บุรีรัมย์,5,นาโพธิ์,,,
บุรีรัมย์,5,บ้านใหม่ไชยพจน์,,,
บุรีรัมย์,5,พุทไธสง,,,
บุรีรัมย์,5,คูเมือง,พรสำราญ,ยกเว้น,
บุรีรัมย์,6,ลำปลายมาศ,,,
บุรีรัมย์,6,คูเมือง,พรสำราญ,เฉพาะ,
บุรีรัมย์,6,หนองหงส์,ไทยสามัคคี,เฉพาะ,
บุรีรัมย์,6,หนองหงส์,สระทอง,เฉพาะ,
บุรีรัมย์,6,หนองหงส์,เสาเดียว,เฉพาะ,
บุรีรัมย์,7,ปะคำ,ไทยเจริญ,เฉพาะ,
บุรีรัมย์,7,ปะคำ,หนองบัว,เฉพาะ,
บุรีรัมย์,7,ปะคำ,โคกมะม่วง,เฉพาะ,
บุรีรัมย์,7,โนนสุวรรณ,,,
บุรีรัมย์,7,หนองกี่,,,
บุรีรัมย์,7,หนองหงส์,หนองชัยศรี,เฉพาะ,
บุรีรัมย์,7,หนองหงส์,ห้วยหิน,เฉพาะ,
บุรีรัมย์,7,หนองหงส์,เมืองฝ้าย,เฉพาะ,
บุรีรัมย์,7,หนองหงส์,สระแก้ว,เฉพาะ,
บุรีรัมย์,8,นางรอง,,,
บุรีรัมย์,8,เฉลิมพระเกียรติ,เจริญสุข,เฉพาะ,
บุรีรัมย์,8,เฉลิมพระเกียรติ,ถาวร,เฉพาะ,
บุรีรัมย์,8,ปะคำ,ปะคำ,เฉพาะ,
บุรีรัมย์,8,ปะคำ,หูทำนบ,เฉพาะ,
บุรีรัมย์,8,โนนดินแดง,โนนดินแดง,เฉพาะ,
บุรีรัมย์,9,โนนดินแดง,โนนดินแดง,ยกเว้น,
บุรีรัมย์,9,ละหานทราย,,,
บุรีรัมย์,9,บ้านกรวด,บ้านกรวด,เฉพาะ,
บุรีรัมย์,9,บ้านกรวด,ปราสาท,เฉพาะ,
บุรีรัมย์,9,บ้านกรวด,บึงเจริญ,เฉพาะ,
บุรีรัมย์,9,บ้านกรวด,จันทบเพชร,เฉพาะ,
บุรีรัมย์,9,บ้านกรวด,หนองไม้งาม,เฉพาะ,
บุรีรัมย์,9,เฉลิมพระเกียรติ,ยายแย้มวัฒนา,เฉพาะ,
บุรีรัมย์,9,เฉลิมพระเกียรติ,อีสานเขต,เฉพาะ,
บุรีรัมย์,9,เฉลิมพระเกียรติ,ตาเป๊ก,เฉพาะ,
บุรีรัมย์,10,ประโคนชัย,ไพศาล,ยกเว้น,
บุรีรัมย์,10,บ้านกรวด,เขาดินเหนือ,เฉพาะ,
บุรีรัมย์,10,บ้านกรวด,โนนเจริญ,เฉพาะ,
บุรีรัมย์,10,บ้านกรวด,หินลาด,เฉพาะ,
บุรีรัมย์,10,บ้านกรวด,สายตะกู,เฉพาะ,
อุดรธานี,1,เมืองอุดรธานี,หมากแข้ง,เฉพาะ,
อุดรธานี,1,เมืองอุดรธานี,หนองบัว,เฉพาะ,
อุดรธานี,1,เมืองอุดรธานี,นาดี,เฉพาะ,
อุดรธานี,1,เมืองอุดรธานี,บ้านเลื่อม,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,บ้านตาด,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,โนนสูง,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,หมูม่น,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,หนองนาคำ,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,กุดสระ,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,สามพร้าว,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,นาข่า,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,บ้านจั่น,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,หนองขอนกว้าง,เฉพาะ,
อุดรธานี,2,เมืองอุดรธานี,นากว้าง,เฉพาะ,
อุดรธานี,3,เมืองอุดรธานี,บ้านขาว,เฉพาะ,
อุดรธานี,3,เพ็ญ,,,
อุดรธานี,3,สร้างคอม,,,
อุดรธานี,4,บ้านดุง,,,
อุดรธานี,4,ทุ่งฝน,,,
อุดรธานี,5,หนองหาน,,,
อุดรธานี,5,พิบูลย์รักษ์,,,
อุดรธานี,5,กู่แก้ว,ค้อใหญ่,เฉพาะ,
อุดรธานี,5,กู่แก้ว,คอนสาย,เฉพาะ,
อุดรธานี,6,ไชยวาน,,,
อุดรธานี,6,ศรีธาตุ,,,
อุดรธานี,6,วังสามหมอ,,,
อุดรธานี,6,กู่แก้ว,บ้านจีต,เฉพาะ,
อุดรธานี,6,กู่แก้ว,โนนทองอินทร์,เฉพาะ,
อุดรธานี,7,เมืองอุดรธานี,หนองไผ่,เฉพาะ,
อุดรธานี,7,กุมภวาปี,,,
อุดรธานี,7,ประจักษ์ศิลปาคม,,,
อุดรธานี,8,เมืองอุดรธานี,หนองไฮ,เฉพาะ,
อุดรธานี,8,หนองวัวซอ,,,
อุดรธานี,8,โนนสะอาด,,,
อุดรธานี,8,หนองแสง,,,
อุดรธานี,9,เมืองอุดรธานี,นิคมสงเคราะห์,เฉพาะ,
อุดรธานี,9,เมืองอุดรธานี,เชียงยืน,เฉพาะ,
อุดรธานี,9,เมืองอุดรธานี,เชียงพิณ,เฉพาะ,
อุดรธานี,9,เมืองอุดรธานี,โคกสะอาด,เฉพาะ,
อุดรธานี,9,กุดจับ,,,
อุดรธานี,9,บ้านผือ,เขือน้ำ,เฉพาะ,
อุดรธานี,9,บ้านผือ,คำบง,เฉพาะ,
อุดรธานี,9,บ้านผือ,โนนทอง,เฉพาะ,
อุดรธานี,9,บ้านผือ,หนองหัวคู,เฉพาะ,
อุดรธานี,9,บ้านผือ,หนองแวง,เฉพาะ,
อุดรธานี,10,บ้านผือ,เขือน้ำ,ยกเว้น,
อุดรธานี,10,บ้านผือ,คำบง,ยกเว้น,
อุดรธานี,10,บ้านผือ,โนนทอง,ยกเว้น,
อุดรธานี,10,บ้านผือ,หนองหัวคู,ยกเว้น,
อุดรธานี,10,บ้านผือ,หนองแวง,ยกเว้น,
อุดรธานี,10,น้ำโสม,,,
อุดรธานี,10,นายูง,,,
ขอนแก่น,1,เมืองขอนแก่น,ในเมือง,เฉพาะ,
ขอนแก่น,1,เมืองขอนแก่น,เมืองเก่า,เฉพาะ,
ขอนแก่น,1,เมืองขอนแก่น,พระลับ,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,บ้านเป็ด,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,ศิลา,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,โคกสี,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,หนองตูม,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,แดงใหญ่,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,บึงเนียม,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,,เฉพาะ,
ขอนแก่น,2,เมืองขอนแก่น,สาวะถี,เฉพาะ,
ขอนแก่น,3,กระนวน,,,
ขอนแก่น,3,น้ำพอง,บัวเงิน,เฉพาะ,
ขอนแก่น,3,น้ำพอง,พังทุย,เฉพาะ,
ขอนแก่น,3,น้ำพอง,ทรายมูล,เฉพาะ,
ขอนแก่น,3,น้ำพอง,บัวใหญ่,เฉพาะ,
ขอนแก่น,3,น้ำพอง,บ้านขาม,เฉพาะ,
ขอนแก่น,3,เขาสวนกวาง,เขาสวนกวาง,เฉพาะ,
ขอนแก่น,3,เขาสวนกวาง,คำม่วง,เฉพาะ,
ขอนแก่น,4,น้ำพอง,น้ำพอง,เฉพาะ,
ขอนแก่น,4,น้ำพอง,สะอาด,เฉพาะ,
ขอนแก่น,4,น้ำพอง,กุดน้ำใส,เฉพาะ,
ขอนแก่น,4,น้ำพอง,วังชัย,เฉพาะ,
ขอนแก่น,4,น้ำพอง,หนองกุง,เฉพาะ,
ขอนแก่น,4,น้ำพอง,ม่วงหวาน,เฉพาะ,
ขอนแก่น,4,น้ำพอง,ท่ากระเสริม,เฉพาะ,
ขอนแก่น,4,อุบลรัตน์,,,
ขอนแก่น,4,เขาสวนกวาง,นางิ้ว,,
ขอนแก่น,4,เขาสวนกวาง,โนนสมบูรณ์,,
ขอนแก่น,4,เมืองขอนแก่น,บ้านค้อ,เฉพาะ,
ขอนแก่น,4,เมืองขอนแก่น,โนนท่อน,เฉพาะ,
ขอนแก่น,5,ภูเวียง,ภูเวียง,เฉพาะ,
ขอนแก่น,5,ภูเวียง,บ้านเรือ,เฉพาะ,
ขอนแก่น,5,ภูเวียง,,เฉพาะ,
ขอนแก่น,5,ภูเวียง,หว้าทอง,เฉพาะ,
ขอนแก่น,5,ภูเวียง,ทุ่งชมพู,เฉพาะ,
ขอนแก่น,5,ภูเวียง,นาหว้า,เฉพาะ,
ขอนแก่น,5,ภูเวียง,หนองกุงธนสาร,เฉพาะ,
ขอนแก่น,5,ภูเวียง,นาชุมแสง,เฉพาะ,
ขอนแก่น,5,ภูเวียง,สงเปือย,เฉพาะ,
ขอนแก่น,5,สีชมพู,สีชมพู,เฉพาะ,
ขอนแก่น,5,สีชมพู,บริบูรณ์,เฉพาะ,
ขอนแก่น,5,สีชมพู,ดงลาน,เฉพาะ,
ขอนแก่น,5,สีชมพู,บ้านใหม่,เฉพาะ,
ขอนแก่น,5,สีชมพู,ภูห่าน,เฉพาะ,
ขอนแก่น,5,สีชมพู,หนองแดง,เฉพาะ,
ขอนแก่น,5,สีชมพู,ศรีสุข,เฉพาะ,
ขอนแก่น,5,สีชมพู,วังเพิ่ม,เฉพาะ,
ขอนแก่น,5,หนองนาคำ,,,
ขอนแก่น,5,เวียงเก่า,,,
ขอนแก่น,6,ชุมแพ,,,
ขอนแก่น,6,ภูผาม่าน,,,
ขอนแก่น,6,สีชมพู,ซำยาง,เฉพาะ,
ขอนแก่น,6,สีชมพู,นาจาน,เฉพาะ,
ขอนแก่น,7,หนองเรือ,,,
ขอนแก่น,7,บ้านฝาง,,,
ขอนแก่น,7,ภูเวียง,หนองกุงเซิน,เฉพาะ,
ขอนแก่น,7,ภูเวียง,กุดขอนแก่น,เฉพาะ,
ขอนแก่น,8,มัญจาคีรี,,,
ขอนแก่น,8,พระยืน,,,
ขอนแก่น,8,เมืองขอนแก่น,บ้านทุ่ม,เฉพาะ,
ขอนแก่น,8,เมืองขอนแก่น,บ้านหว้า,เฉพาะ,
ขอนแก่น,8,เมืองขอนแก่น,ดอนช้าง,เฉพาะ,
ขอนแก่น,8,เมืองขอนแก่น,ดอนหัน,เฉพาะ,
ขอนแก่น,8,เมืองขอนแก่น,ท่าพระ,เฉพาะ,
ขอนแก่น,9,พล,,,
ขอนแก่น,9,แวงน้อย,,,
ขอนแก่น,9,แวงใหญ่,,,
ขอนแก่น,10,หนองสองห้อง,,,
ขอนแก่น,10,โนนศิลา,,,
ขอนแก่น,10,เปือยน้อย,,,
ขอนแก่น,10,โคกโพธิ์ไชย,,,
ขอนแก่น,10,ชนบท,ห้วยแก,เฉพาะ,
ขอนแก่น,10,ชนบท,วังแสง,เฉพาะ,
ขอนแก่น,10,ชนบท,ปอแดง,เฉพาะ,
ขอนแก่น,11,บ้านไผ่,,,
ขอนแก่น,11,บ้านแฮด,,,
ขอนแก่น,11,ชนบท,ศรีบุญเรือง,เฉพาะ,
ขอนแก่น,11,ชนบท,ชนบท,เฉพาะ,
ขอนแก่น,11,ชนบท,โนนพะยอม,เฉพาะ,
ขอนแก่น,11,ชนบท,บ้านแท่น,เฉพาะ,
ขอนแก่น,11,ชนบท,กุดเพียขอม,เฉพาะ,
อุบลราชธานี,1,เมืองอุบลราชธานี,ไร่น้อย,ยกเว้น,
อุบลราชธานี,1,เมืองอุบลราชธานี,หัวเรือ,ยกเว้น,
อุบลราชธานี,1,เมืองอุบลราชธานี,ขี้เหล็ก,ยกเว้น,
อุบลราชธานี,1,เมืองอุบลราชธานี,ปะอาว,ยกเว้น,
อุบลราชธานี,1,เมืองอุบลราชธานี,หนองขอน,ยกเว้น,
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,เฉพาะ,
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,เฉพาะ,
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,เฉพาะ,
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,เฉพาะ,
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,เฉพาะ,
อุบลราชธานี,2,เขื่องใน,,,
อุบลราชธานี,3,ม่วงสามสิบ,,,
อุบลราชธานี,3,ดอนมดแดง,,,
อุบลราชธานี,3,เหล่าเสือโก้ก,,,
อุบลราชธานี,3,ตาลสุม,,,
อุบลราชธานี,4,วารินชำราบ,,,
อุบลราชธานี,4,สำโรง,สำโรง,เฉพาะ,
อุบลราชธานี,4,สำโรง,โคกก่อง,เฉพาะ,
อุบลราชธานี,4,สำโรง,บอน,เฉพาะ,
อุบลราชธานี,5,ตระการพืชผล,,,
อุบลราชธานี,5,กุดข้าวปุ้น,,,
อุบลราชธานี,6,เขมราฐ,,,
อุบลราชธานี,6,โพธิ์ไทร,,,
อุบลราชธานี,6,นาตาล,,,
อุบลราชธานี,7,ศรีเมืองใหม่,,,
อุบลราชธานี,7,โขงเจียม,,,
อุบลราชธานี,7,สิรินธร,โนนก่อ,ยกเว้น,
อุบลราชธานี,7,พิบูลมังสาหาร,ระเว,เฉพาะ,
อุบลราชธานี,7,พิบูลมังสาหาร,ทรายมูล,เฉพาะ,
อุบลราชธานี,8,พิบูลมังสาหาร,ระเว,ยกเว้น,
อุบลราชธานี,8,พิบูลมังสาหาร,ทรายมูล,ยกเว้น,
อุบลราชธานี,8,สว่างวีระวงศ์,,,
อุบลราชธานี,8,นาเยีย,,,
อุบลราชธานี,9,บุณฑริก,,,
อุบลราชธานี,9,นาจะหลวย,,,
อุบลราชธานี,9,สิรินธร,โนนก่อ,เฉพาะ,
อุบลราชธานี,10,น้ำยืน,,,
อุบลราชธานี,10,ทุ่งศรีอุดม,,,
อุบลราชธานี,10,น้ำขุ่น,,,
อุบลราชธานี,10,สำโรง,สำโรง,ยกเว้น,
อุบลราชธานี,10,สำโรง,โคกก่อง,ยกเว้น,
อุบลราชธานี,10,สำโรง,บอน,ยกเว้น,
อุบลราชธานี,10,เดชอุดม,ทุ่งเทิง,เฉพาะ,
อุบลราชธานี,11,เดชอุดม,ทุ่งเทิง,ยกเว้น,
นครราชสีมา,1,เมืองนครราชสีมา,ในเมือง,เฉพาะ,
นครราชสีมา,1,เมืองนครราชสีมา,โพธิ์กลาง,เฉพาะ,
นครราชสีมา,1,เมืองนครราชสีมา,หนองไผ่ล้อม,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,โคกสูง,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,บ้านโพธิ์,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,ตลาด,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,หนองไข่น้ำ,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,บ้านเกาะ,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,พะเนา,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,มะเริง,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,หนองบัวศาลา,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,หนองระเวียง,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,หัวทะเล,เฉพาะ,
นครราชสีมา,2,เมืองนครราชสีมา,จอหอ,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,โคกกรวด,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,ปรุใหญ่,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,หนองจะบก,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,สุรนารี,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,หมื่นไวย,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,บ้านใหม่,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,ไชยมงคล,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,หนองกระทุ่ม,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,พลกรัง,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,พุดซา,เฉพาะ,
นครราชสีมา,3,เมืองนครราชสีมา,สีมุม,เฉพาะ,
นครราชสีมา,3,โนนไทย,ด่านจาก,เฉพาะ,
นครราชสีมา,3,โนนไทย,กำปัง,เฉพาะ,
นครราชสีมา,3,โนนไทย,สำโรง,เฉพาะ,
นครราชสีมา,4,สูงเนิน,,,
นครราชสีมา,4,ขามทะเลสอ,,,
นครราชสีมา,4,โนนไทย,ด่านจาก,ยกเว้น,
นครราชสีมา,4,โนนไทย,กำปัง,ยกเว้น,
นครราชสีมา,4,โนนไทย,สำโรง,ยกเว้น,
นครราชสีมา,5,โนนสูง,,,
นครราชสีมา,5,เฉลิมพระเกียรติ,พระพุทธ,ยกเว้น,
นครราชสีมา,5,เฉลิมพระเกียรติ,หนองยาง,ยกเว้น,
นครราชสีมา,5,เฉลิมพระเกียรติ,หนองงูเหลือม,ยกเว้น,
นครราชสีมา,5,พิมาย,สัมฤทธิ์,เฉพาะ,
นครราชสีมา,5,พิมาย,ชีวาน,เฉพาะ,
นครราชสีมา,5,พิมาย,กระเบื้องใหญ่,เฉพาะ,
นครราชสีมา,5,พิมาย,ท่าหลวง,เฉพาะ,
นครราชสีมา,6,บัวใหญ่,,,
นครราชสีมา,6,แก้งสนามนาง,,,
นครราชสีมา,6,สีดา,,,
นครราชสีมา,6,บัวลาย,,,
นครราชสีมา,7,ประทาย,,,
นครราชสีมา,7,โนนแดง,,,
นครราชสีมา,7,ลำทะเมนชัย,,,
นครราชสีมา,7,เมืองยาง,,,
นครราชสีมา,8,พิมาย,สัมฤทธิ์,ยกเว้น,
นครราชสีมา,8,พิมาย,ชีวาน,ยกเว้น,
นครราชสีมา,8,พิมาย,กระเบื้องใหญ่,ยกเว้น,
นครราชสีมา,8,พิมาย,ท่าหลวง,ยกเว้น,
นครราชสีมา,8,ชุมพวง,โนนตูม,ยกเว้น,
นครราชสีมา,8,ชุมพวง,ตลาดไทร,ยกเว้น,
นครราชสีมา,9,ห้วยแถลง,,,
นครราชสีมา,9,จักราช,,,
นครราชสีมา,9,ชุมพวง,โนนตูม,เฉพาะ,
นครราชสีมา,9,ชุมพวง,ตลาดไทร,เฉพาะ,
นครราชสีมา,10,โชคชัย,,,
นครราชสีมา,10,ครบุรี,มาบตะโกเอน,ยกเว้น,
นครราชสีมา,10,ครบุรี,ตะแบกบาน,ยกเว้น,
นครราชสีมา,10,ครบุรี,ลำเพียก,ยกเว้น,
นครราชสีมา,10,ครบุรี,โคกกระชาย,ยกเว้น,
นครราชสีมา,10,ครบุรี,สระว่านพระยา,ยกเว้น,
นครราชสีมา,10,เฉลิมพระเกียรติ,หนองงูเหลือม,เฉพาะ,
นครราชสีมา,10,เฉลิมพระเกียรติ,พระพุทธ,เฉพาะ,
นครราชสีมา,10,เฉลิมพระเกียรติ,หนองยาง,เฉพาะ,
นครราชสีมา,11,หนองบุญมาก,,,
นครราชสีมา,11,เสิงสาง,,,
นครราชสีมา,11,ครบุรี,มาบตะโกเอน,เฉพาะ,
นครราชสีมา,11,ครบุรี,ตะแบกบาน,เฉพาะ,
นครราชสีมา,11,ครบุรี,ลำเพียก,เฉพาะ,
นครราชสีมา,11,ครบุรี,โคกกระชาย,เฉพาะ,
นครราชสีมา,11,ครบุรี,สระว่านพระยา,เฉพาะ,
นครราชสีมา,12,ปักธงชัย,,,
นครราชสีมา,12,วังน้ำเขียว,,,
นครราชสีมา,13,สีคิ้ว,,,
นครราชสีมา,13,ปากช่อง,วังไทร,เฉพาะ,
นครราชสีมา,13,ปากช่อง,คลองม่วง,เฉพาะ,
นครราชสีมา,13,ปากช่อง,วังกะทะ,เฉพาะ,
นครราชสีมา,13,ปากช่อง,โป่งตาลอง,เฉพาะ,
นครราชสีมา,14,ปากช่อง,วังไทร,ยกเว้น,
นครราชสีมา,14,ปากช่อง,คลองม่วง,ยกเว้น,
