จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
เพชรบูรณ์,1,เมืองเพชรบูรณ์,นาป่า,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ตะเบาะ,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,นายม,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,บ้านโตก,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,สะเดียง,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,น้ำร้อน,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ห้วยใหญ่,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ห้วยสะแก,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,บ้านโคก,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ระวิง,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ดงมูลเหล็ก,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,เทศบาลตำบลวังชมภู,เฉพาะ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,วังชมภู,เฉพาะ,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,เทศบาลเมืองเพชรบูรณ์,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ชอนไพร,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,นาป่า,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ตะเบาะ,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,นายม,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,บ้านโตก,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,สะเดียง,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,น้ำร้อน,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ห้วยใหญ่,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ห้วยสะแก,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,บ้านโคก,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ระวิง,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,ดงมูลเหล็ก,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,เทศบาลตำบลวังชมภู,ยกเว้น,
เพชรบูรณ์,2,เมืองเพชรบูรณ์,วังชมภู,ยกเว้น,
เพชรบูรณ์,2,หล่มสัก,เทศบาลเมืองหล่มสัก,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ตาลเดี่ยว,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,บ้านกลาง,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,วัดป่า,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ช้างตะลูด,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,หนองไขว่,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,บ้านไร่,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ลานบ่า,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ปากดุก,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ปากช่อง,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,บ้านโสก,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,บ้านติ้ว,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,ห้วยไร่,เฉพาะ,
เพชรบูรณ์,2,หล่มสัก,,เฉพาะ,
เพชรบูรณ์,3,หล่มเก่า,,,
เพชรบูรณ์,3,เขาค้อ,,,
เพชรบูรณ์,3,หล่มสัก,เทศบาลเมืองหล่มสัก,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ตาลเดี่ยว,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,บ้านกลาง,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,วัดป่า,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ช้างตะลูด,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,หนองไขว่,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,บ้านไร่,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ลานบ่า,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ปากดุก,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ปากช่อง,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,บ้านโสก,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,บ้านติ้ว,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,ห้วยไร่,ยกเว้น,
เพชรบูรณ์,3,หล่มสัก,บ้านหวาย,ยกเว้น,
เพชรบูรณ์,4,ชนแดน,,,
เพชรบูรณ์,4,วังโป่ง,,,
เพชรบูรณ์,4,หนองไผ่,เทศบาลตำบลหนองไผ่,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,หนองไผ่,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,เทศบาลตำบลเฉลียงทอง,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,เทศบาลตำบลนาเฉลียง,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,เทศบาลตำบลบัววัฒนา,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,ห้วยโป่ง,เฉพาะ,
เพชรบูรณ์,4,หนองไผ่,ยางงาม,เฉพาะ,
เพชรบูรณ์,5,บึงสามพัน,,,
เพชรบูรณ์,5,หนองไผ่,เทศบาลตำบลหนองไผ่,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,หนองไผ่,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,เทศบาลตำบลเฉลียงทอง,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,เทศบาลตำบลนาเฉลียง,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,เทศบาลตำบลบัววัฒนา,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,ห้วยโป่ง,ยกเว้น,
เพชรบูรณ์,5,หนองไผ่,ยางงาม,ยกเว้น,
เพชรบูรณ์,5,วิเชียรบุรี,สามแยก,เฉพาะ,
เพชรบูรณ์,5,วิเชียรบุรี,ยางสาว,เฉพาะ,
เพชรบูรณ์,5,วิเชียรบุรี,โคกปรง,เฉพาะ,
เพชรบูรณ์,5,วิเชียรบุรี,บึงกระจับ,เฉพาะ,
เพชรบูรณ์,6,ศรีเทพ,,,
เพชรบูรณ์,6,วิเชียรบุรี,สามแยก,ยกเว้น,
เพชรบูรณ์,6,วิเชียรบุรี,ยางสาว,ยกเว้น,
เพชรบูรณ์,6,วิเชียรบุรี,โคกปรง,ยกเว้น,
เพชรบูรณ์,6,วิเชียรบุรี,บึงกระจับ,ยกเว้น,
มหาสารคาม,1,เมืองมหาสารคาม,,,
มหาสารคาม,2,วาปีปทุม,,,
มหาสารคาม,2,แกดำ,,,
มหาสารคาม,2,บรบือ,หนองม่วง,เฉพาะ,
มหาสารคาม,2,บรบือ,ยาง,เฉพาะ,
มหาสารคาม,2,บรบือ,บัวมาศ,เฉพาะ,
มหาสารคาม,3,พยัคฆภูมิพิสัย,,,
มหาสารคาม,3,นาดูน,,,
